Monat;Strom in W/m2NGF;Warmwasser thermisch in in W/m2NGF;Waerme in W/m2NGF;Kaelte in W/m2NGF;Wind in MW;Photovoltaik in kW;Stunde;Datum
6;1,2800;0,27000;0;0;324;0;4323;30.06.2021
6;1,3100;0,27000;0;0;722;0;4324;30.06.2021
6;1,4500;0,27000;0;0;1005;0,9;4325;30.06.2021
6;2,0000;0,55000;0;0;748;30,6;4326;30.06.2021
6;2,4400;1,41000;0;0;980;108,6;4327;30.06.2021
6;2,6100;1,33000;0;2,27;1219;114,3;4328;30.06.2021
6;2,6400;1,64000;0;3,81;1350;105,5;4329;30.06.2021
6;2,5800;1,37000;0;3,77;1155;99,4;4330;30.06.2021
6;2,6100;1,14000;0;4,32;1277;131,2;4331;30.06.2021
6;2,8400;1,37000;0;5,38;1174;186;4332;30.06.2021
6;2,7600;1,64000;0;5,87;1437;225,9;4333;30.06.2021
6;2,4700;1,64000;0;5,45;1230;190,3;4334;30.06.2021
6;2,2900;1,37000;0;5,28;1021;183,1;4335;30.06.2021
6;2,2300;1,37000;0;4,9;799;146,6;4336;30.06.2021
6;2,3400;2,16000;0;4,84;411;132;4337;30.06.2021
6;2,6200;1,92000;0;4,21;316;47,9;4338;30.06.2021
6;2,9400;1,10000;0;5,21;487;20,9;4339;30.06.2021
6;2,9600;1,10000;0;4,67;540;1,2;4340;30.06.2021
6;2,8300;0,55000;0;3,64;534;0;4341;30.06.2021
6;2,6500;0,55000;0;3;478;0;4342;30.06.2021
6;2,1900;0,55000;0;1,49;520;0;4343;30.06.2021
6;1,6500;0,27000;0;0,07;604;0;4344;30.06.2021
7;1,5200;0,27000;0;0;618;0;4345;01.07.2021
7;1,3600;0,27000;0;0;459;0;4346;01.07.2021
7;1,3200;0,27000;0;0;249;0;4347;01.07.2021
7;1,3300;0,27000;0;0;182;0;4348;01.07.2021
7;1,3500;0,27000;0;0;179;2,7;4349;01.07.2021
7;1,5200;0,27000;0;0;145;34,1;4350;01.07.2021
7;1,9300;0,58000;0;0;105;78,4;4351;01.07.2021
7;2,4200;0,55000;0;0,81;100;120,6;4352;01.07.2021
7;2,8100;0,83000;0;4,63;155;169,2;4353;01.07.2021
7;2,9400;1,64000;0;5,72;172;215,2;4354;01.07.2021
7;3,0200;1,64000;0;6,59;226;258,6;4355;01.07.2021
7;3,1800;2,19000;0;7,02;286;242,8;4356;01.07.2021
7;3,0900;2,19000;0;7,14;317;237,2;4357;01.07.2021
7;2,8300;1,92000;0;6,97;472;234,7;4358;01.07.2021
7;2,7000;1,37000;0;6,69;766;209,7;4359;01.07.2021
7;2,6500;1,10000;0;6,27;988;169,6;4360;01.07.2021
7;2,7100;1,06000;0;5,83;992;125,2;4361;01.07.2021
7;2,9600;1,64000;0;5,51;972;73,1;4362;01.07.2021
7;3,1500;1,64000;0;6,32;758;39,3;4363;01.07.2021
7;3,0500;1,10000;0;5,13;852;0,9;4364;01.07.2021
7;2,7800;1,10000;0;3,86;1026;0;4365;01.07.2021
7;2,7100;0,55000;0;3,32;897;0;4366;01.07.2021
7;2,3700;0,55000;0;1,82;639;0;4367;01.07.2021
7;1,7900;0,27000;0;0,4;382;0;4368;01.07.2021
7;1,8800;0,27000;0;0,18;224;0;4369;02.07.2021
7;1,5600;0,27000;0;0;107;0;4370;02.07.2021
7;1,3900;0,55000;0;0;48;0;4371;02.07.2021
7;1,3300;0,55000;0;0;30;0;4372;02.07.2021
7;1,3200;1,10000;0;0;15;5,4;4373;02.07.2021
7;1,4800;1,64000;0;0;16;46,8;4374;02.07.2021
7;1,5100;2,84000;0;0;8;107,7;4375;02.07.2021
7;1,7700;3,09000;0;0;4;154,9;4376;02.07.2021
7;5,2100;2,22000;0;5,38;8;217,8;4377;02.07.2021
7;6,8700;2,05000;0;13,26;61;280,6;4378;02.07.2021
7;7,2400;1,77000;0;15,11;139;303;4379;02.07.2021
7;7,5100;2,37000;0;16,6;163;355,2;4380;02.07.2021
7;7,5600;2,91000;0;17,37;200;313,8;4381;02.07.2021
7;7,0900;2,05000;0;17,15;270;295,3;4382;02.07.2021
7;6,6500;1,80000;0;17,29;345;356,4;4383;02.07.2021
7;6,3700;1,18000;0;16,62;357;278,9;4384;02.07.2021
7;6,1400;2,05000;0;15,56;397;201,8;4385;02.07.2021
7;4,3500;2,32000;0;12,13;397;144,7;4386;02.07.2021
7;3,4300;1,99000;0;9,55;504;81;4387;02.07.2021
7;2,7600;1,41000;0;5,59;1141;5,4;4388;02.07.2021
7;2,8600;1,10000;0;4,76;700;0;4389;02.07.2021
7;2,7300;0,79000;0;4,22;1597;0;4390;02.07.2021
7;2,5900;0,30000;0;3,06;643;0;4391;02.07.2021
7;1,6500;0,27000;0;1,19;321;0;4392;02.07.2021
7;1,3900;0,27000;0;0,58;201;0;4393;03.07.2021
7;1,3200;0,27000;0;0,38;182;0;4394;03.07.2021
7;1,2800;0,55000;0;0,25;131;0;4395;03.07.2021
7;1,3100;0,55000;0;0,24;122;0;4396;03.07.2021
7;1,4500;1,10000;0;0;195;0,9;4397;03.07.2021
7;2,1700;1,64000;0;1,83;285;24,5;4398;03.07.2021
7;2,6100;2,81000;0;1,72;263;27,6;4399;03.07.2021
7;2,7800;2,81000;0;2,35;349;47,1;4400;03.07.2021
7;5,6600;2,53000;0;7,38;709;66,6;4401;03.07.2021
7;6,5800;2,05000;0;10,96;935;131,3;4402;03.07.2021
7;6,6200;1,77000;0;12,04;929;146,1;4403;03.07.2021
7;6,8400;2,37000;0;13,27;784;165,8;4404;03.07.2021
7;6,7700;2,91000;0;14,19;442;201;4405;03.07.2021
7;6,4700;2,05000;0;14,09;221;191,1;4406;03.07.2021
7;6,2900;1,49000;0;13,94;166;156,9;4407;03.07.2021
7;6,2300;1,49000;0;13,95;191;119,5;4408;03.07.2021
7;6,3400;2,05000;0;14,09;548;112,5;4409;03.07.2021
7;4,8100;2,32000;0;10,49;589;46,6;4410;03.07.2021
7;4,2300;1,99000;0;8,76;843;24,7;4411;03.07.2021
7;2,9600;1,41000;0;6,03;805;3,4;4412;03.07.2021
7;2,8300;1,10000;0;4,96;383;0;4413;03.07.2021
7;2,6500;0,55000;0;4,24;451;0;4414;03.07.2021
7;2,1900;0,55000;0;2,59;503;0;4415;03.07.2021
7;1,6500;0,27000;0;1,19;444;0;4416;03.07.2021
7;1,3900;0,27000;0;0,31;458;0;4417;04.07.2021
7;1,3200;0,27000;0;0;519;0;4418;04.07.2021
7;1,2800;0,55000;0;0;678;0;4419;04.07.2021
7;1,3100;0,55000;0;0;1137;0;4420;04.07.2021
7;1,4500;1,35000;0;0;1716;0,9;4421;04.07.2021
7;2,1700;1,64000;0;0;1955;19,4;4422;04.07.2021
7;2,6100;2,81000;0;0;1744;31,4;4423;04.07.2021
7;2,7800;2,81000;0;0;1762;65,3;4424;04.07.2021
7;5,6600;2,53000;0;0,81;1929;99,2;4425;04.07.2021
7;6,5800;1,80000;0;8,27;1490;153,1;4426;04.07.2021
7;6,6200;1,77000;0;8,93;989;152,8;4427;04.07.2021
7;6,8400;2,37000;0;9,79;931;159;4428;04.07.2021
7;6,7700;2,91000;0;10,24;1036;176,6;4429;04.07.2021
7;6,4700;2,05000;0;10,14;1115;176;4430;04.07.2021
7;6,2900;1,49000;0;9,95;1207;160,4;4431;04.07.2021
7;6,2300;1,49000;0;9,22;1214;99,7;4432;04.07.2021
7;6,3400;2,05000;0;8,74;1498;63,4;4433;04.07.2021
7;4,8100;2,32000;0;7,71;1290;40,7;4434;04.07.2021
7;4,2300;1,99000;0;6,49;943;22,8;4435;04.07.2021
7;2,9600;1,41000;0;3,8;931;2,3;4436;04.07.2021
7;2,8300;1,10000;0;3,05;973;0;4437;04.07.2021
7;2,6500;0,55000;0;2,59;854;0;4438;04.07.2021
7;2,1900;0,55000;0;0,99;756;0;4439;04.07.2021
7;1,6500;0,27000;0;0;483;0;4440;04.07.2021
7;1,3900;0,27000;0;0;410;0;4441;05.07.2021
7;1,3200;0,27000;0;0;512;0;4442;05.07.2021
7;1,2800;0,55000;0;0;643;0;4443;05.07.2021
7;1,3100;0,55000;0;0;524;0;4444;05.07.2021
7;1,4500;1,10000;0;0;422;0,9;4445;05.07.2021
7;2,1700;1,64000;0;0;419;12,4;4446;05.07.2021
7;2,6100;2,81000;0;0;278;28,2;4447;05.07.2021
7;2,7800;2,81000;0;0;226;43,2;4448;05.07.2021
7;5,6600;2,53000;0;1,02;246;59;4449;05.07.2021
7;6,5800;2,05000;0;6,88;287;72,4;4450;05.07.2021
7;6,6200;1,77000;0;7,54;334;82,4;4451;05.07.2021
7;6,8400;2,37000;0;9,28;345;90,5;4452;05.07.2021
7;6,7700;2,91000;0;9,42;319;88,1;4453;05.07.2021
7;6,4700;2,05000;0;9,16;219;82,3;4454;05.07.2021
7;6,2900;1,49000;0;9,01;182;73,7;4455;05.07.2021
7;6,2300;1,49000;0;8,83;203;60,6;4456;05.07.2021
7;6,3400;2,05000;0;8,69;207;41,6;4457;05.07.2021
7;7,2200;2,32000;0;13,99;239;27,1;4458;05.07.2021
7;6,3800;1,99000;0;12,88;192;13,2;4459;05.07.2021
7;2,9600;1,41000;0;4,13;132;1,2;4460;05.07.2021
7;2,8300;1,10000;0;3,33;152;0;4461;05.07.2021
7;2,6500;0,55000;0;2,74;216;0;4462;05.07.2021
7;2,1900;0,55000;0;1,21;314;0;4463;05.07.2021
7;1,6500;0,27000;0;0,07;419;0;4464;05.07.2021
7;1,3900;0,27000;0;0;607;0;4465;06.07.2021
7;1,3200;0,27000;0;0;676;0;4466;06.07.2021
7;1,2800;0,55000;0;0;709;0;4467;06.07.2021
7;1,3100;0,55000;0;0;658;0;4468;06.07.2021
7;1,4500;1,10000;0;0;672;2,4;4469;06.07.2021
7;2,1700;1,64000;0;0;644;34,3;4470;06.07.2021
7;2,6100;2,81000;0;0;469;73,4;4471;06.07.2021
7;2,7800;2,81000;0;0;324;114,2;4472;06.07.2021
7;5,6600;2,53000;0;0;318;166,8;4473;06.07.2021
7;6,5800;2,05000;0;3,23;359;219,1;4474;06.07.2021
7;6,6200;1,77000;0;9,68;401;233,3;4475;06.07.2021
7;6,8400;2,37000;0;11,05;442;284,2;4476;06.07.2021
7;6,7700;2,91000;0;11,78;358;296;4477;06.07.2021
7;6,4700;2,05000;0;12,12;328;295,5;4478;06.07.2021
7;6,2900;1,49000;0;12,13;320;270,5;4479;06.07.2021
7;6,2300;1,49000;0;11,59;314;194,3;4480;06.07.2021
7;8,5000;2,05000;0;17,09;333;128,9;4481;06.07.2021
7;6,9600;2,32000;0;14,95;388;67,1;4482;06.07.2021
7;6,3800;1,99000;0;13,32;398;32,4;4483;06.07.2021
7;2,9600;1,41000;0;3,98;360;0,9;4484;06.07.2021
7;2,8300;1,10000;0;3,12;310;0;4485;06.07.2021
7;2,6500;0,55000;0;2,59;267;0;4486;06.07.2021
7;2,1900;0,55000;0;1,06;253;0;4487;06.07.2021
7;1,6500;0,27000;0;0;238;0;4488;06.07.2021
7;1,3900;0,27000;0;0;338;0;4489;07.07.2021
7;1,3200;0,27000;0;0;392;0;4490;07.07.2021
7;1,2800;0,27000;0;0;411;0;4491;07.07.2021
7;1,3100;0,27000;0;0;352;0;4492;07.07.2021
7;1,4500;0,27000;0;0;290;2,3;4493;07.07.2021
7;2,0000;0,55000;0;0;254;15;4494;07.07.2021
7;2,4400;1,10000;0;0;179;42,8;4495;07.07.2021
7;2,6100;1,95000;0;2,51;179;136,6;4496;07.07.2021
7;2,6400;1,64000;0;5,28;153;232,8;4497;07.07.2021
7;2,5800;1,37000;0;7,46;149;419,8;4498;07.07.2021
7;2,6100;0,83000;0;7,44;402;341,4;4499;07.07.2021
7;2,8400;1,37000;0;7,53;629;259;4500;07.07.2021
7;2,7600;1,64000;0;7,63;920;261,4;4501;07.07.2021
7;2,4700;1,33000;0;5,89;1475;107,7;4502;07.07.2021
7;2,2900;1,62000;0;4,72;1906;55,9;4503;07.07.2021
7;2,2300;1,37000;0;3,83;2424;23;4504;07.07.2021
7;2,3400;2,47000;0;3,55;2285;17;4505;07.07.2021
7;2,6200;1,92000;0;3,62;1706;16,1;4506;07.07.2021
7;2,9400;1,10000;0;4,82;1673;5;4507;07.07.2021
7;2,9600;1,10000;0;4,52;2253;0,9;4508;07.07.2021
7;2,8300;0,55000;0;3,83;2324;0;4509;07.07.2021
7;2,6500;0,55000;0;3,69;1620;0;4510;07.07.2021
7;2,1900;0,55000;0;2,57;1981;0;4511;07.07.2021
7;1,6500;0,27000;0;1,77;1766;0;4512;07.07.2021
7;1,5200;0,02000;0;1,58;1366;0;4513;08.07.2021
7;1,3600;0,52000;0;1,24;1806;0;4514;08.07.2021
7;1,3200;0,27000;0;1,15;2053;0;4515;08.07.2021
7;1,3300;0,27000;0;1,13;2016;0;4516;08.07.2021
7;1,3500;0,27000;0;1,17;1902;0,9;4517;08.07.2021
7;1,5200;0,27000;0;1,83;1713;19,6;4518;08.07.2021
7;1,9300;0,27000;0;3,39;1582;49,2;4519;08.07.2021
7;2,4200;0,55000;0;4,46;1676;76,6;4520;08.07.2021
7;2,8100;0,58000;0;5,49;1555;92,1;4521;08.07.2021
7;2,9400;1,64000;0;6,18;1361;113,6;4522;08.07.2021
7;3,0200;1,64000;0;6,62;1159;120,4;4523;08.07.2021
7;3,1800;2,19000;0;7,33;1005;146,3;4524;08.07.2021
7;3,0900;2,19000;0;7,22;971;132;4525;08.07.2021
7;2,8300;1,92000;0;6,61;911;103,4;4526;08.07.2021
7;2,7000;1,37000;0;6,31;829;90,7;4527;08.07.2021
7;2,6500;1,10000;0;6,13;681;82,3;4528;08.07.2021
7;2,7100;1,37000;0;5,92;519;61,7;4529;08.07.2021
7;2,9600;1,64000;0;6,06;347;55;4530;08.07.2021
7;3,1500;1,64000;0;6,97;145;27,5;4531;08.07.2021
7;3,0500;1,10000;0;6,09;51;3;4532;08.07.2021
7;2,7800;1,10000;0;5,05;24;0;4533;08.07.2021
7;2,7100;0,55000;0;4,92;27;0;4534;08.07.2021
7;2,3700;0,55000;0;3,66;27;0;4535;08.07.2021
7;1,7900;0,27000;0;2,46;27;0;4536;08.07.2021
7;1,8800;0,27000;0;2,42;109;0;4537;09.07.2021
7;1,5600;0,27000;0;1,84;182;0;4538;09.07.2021
7;1,3900;0,55000;0;1,48;222;0;4539;09.07.2021
7;1,3300;0,55000;0;1,33;220;0;4540;09.07.2021
7;1,3200;1,10000;0;1,1;227;4,2;4541;09.07.2021
7;1,4800;1,64000;0;3,44;195;40,3;4542;09.07.2021
7;1,5100;2,81000;0;5,42;115;99,9;4543;09.07.2021
7;1,7700;2,81000;0;7,21;39;151,3;4544;09.07.2021
7;5,2100;2,53000;0;14,73;14;227,7;4545;09.07.2021
7;6,8700;2,05000;0;19,8;16;273,7;4546;09.07.2021
7;7,2400;1,77000;0;21,95;35;322,1;4547;09.07.2021
7;7,5100;2,37000;0;23,59;68;362,7;4548;09.07.2021
7;7,5600;2,91000;0;24,53;124;316,4;4549;09.07.2021
7;7,0900;2,05000;0;24,55;202;315;4550;09.07.2021
7;6,6500;1,49000;0;24,19;362;293,2;4551;09.07.2021
7;6,3700;1,49000;0;23,91;459;293,7;4552;09.07.2021
7;6,1400;2,05000;0;23,12;544;231;4553;09.07.2021
7;4,3500;2,32000;0;15,47;449;123,1;4554;09.07.2021
7;5,5800;1,99000;0;18,29;553;49,5;4555;09.07.2021
7;2,7600;1,41000;0;8,84;943;3;4556;09.07.2021
7;2,8600;1,10000;0;7,74;1208;0;4557;09.07.2021
7;2,7300;0,55000;0;6,85;1101;0;4558;09.07.2021
7;2,5900;0,55000;0;5,33;556;0;4559;09.07.2021
7;1,6500;0,27000;0;3,13;432;0;4560;09.07.2021
7;1,3900;0,27000;0;2,11;261;0;4561;10.07.2021
7;1,3200;0,27000;0;1,38;276;0;4562;10.07.2021
7;1,2800;0,55000;0;0,82;246;0;4563;10.07.2021
7;1,3100;0,55000;0;0,57;128;0;4564;10.07.2021
7;1,4500;1,10000;0;0,25;24;3,1;4565;10.07.2021
7;2,1700;1,64000;0;3,61;7;42,1;4566;10.07.2021
7;2,6100;2,81000;0;5,11;5;109,1;4567;10.07.2021
7;2,7800;2,81000;0;7,02;6;179,9;4568;10.07.2021
7;5,6600;2,53000;0;13,7;5;259;4569;10.07.2021
7;6,5800;2,05000;0;17,9;12;337,7;4570;10.07.2021
7;6,6200;2,08000;0;19,62;49;373,3;4571;10.07.2021
7;6,8400;2,06000;0;19,1;64;181,4;4572;10.07.2021
7;6,7700;2,91000;0;19,59;64;262,4;4573;10.07.2021
7;6,4700;2,05000;0;19,72;149;300;4574;10.07.2021
7;6,2900;1,49000;0;19,54;260;273,1;4575;10.07.2021
7;6,2300;1,49000;0;19,16;341;237,1;4576;10.07.2021
7;6,3400;2,05000;0;18,54;380;185,2;4577;10.07.2021
7;6,9600;2,32000;0;20,22;365;143,6;4578;10.07.2021
7;6,1200;1,99000;0;17,72;440;79,3;4579;10.07.2021
7;2,9600;1,41000;0;7,24;604;6,9;4580;10.07.2021
7;2,8300;1,10000;0;5,82;1049;0;4581;10.07.2021
7;2,6500;0,55000;0;4,79;1253;0;4582;10.07.2021
7;2,1900;0,55000;0;2,78;1165;0;4583;10.07.2021
7;1,6500;0,27000;0;1,1;915;0;4584;10.07.2021
7;1,3900;0,27000;0;0,12;626;0;4585;11.07.2021
7;1,3200;0,27000;0;0;406;0;4586;11.07.2021
7;1,2800;0,55000;0;0;338;0;4587;11.07.2021
7;1,3100;0,55000;0;0;324;0;4588;11.07.2021
7;1,4500;1,10000;0;0;242;4,3;4589;11.07.2021
7;2,1700;1,64000;0;0;192;42,6;4590;11.07.2021
7;2,6100;2,81000;0;0,35;91;112,7;4591;11.07.2021
7;2,7800;2,81000;0;4,4;55;167,2;4592;11.07.2021
7;5,6600;2,53000;0;10,35;113;246,8;4593;11.07.2021
7;6,5800;2,05000;0;14,43;258;313,1;4594;11.07.2021
7;6,6200;2,08000;0;16,07;506;363,2;4595;11.07.2021
7;6,8400;2,37000;0;17,61;796;398,3;4596;11.07.2021
7;6,7700;2,91000;0;18,55;899;412,6;4597;11.07.2021
7;6,4700;2,05000;0;19,04;1068;390,3;4598;11.07.2021
7;6,2900;1,49000;0;19,2;1254;358,4;4599;11.07.2021
7;6,2300;1,18000;0;18,81;1390;290,7;4600;11.07.2021
7;6,3400;2,05000;0;18,08;1447;218,7;4601;11.07.2021
7;4,8100;2,32000;0;13,43;1418;140,5;4602;11.07.2021
7;6,1200;1,99000;0;17,31;1336;77,8;4603;11.07.2021
7;2,9600;1,41000;0;6,64;1459;4,2;4604;11.07.2021
7;2,8300;1,35000;0;5,29;1741;0;4605;11.07.2021
7;2,6500;0,55000;0;4,34;1815;0;4606;11.07.2021
7;2,1900;0,55000;0;2,4;2272;0;4607;11.07.2021
7;1,6500;0,27000;0;0,79;1850;0;4608;11.07.2021
7;1,3900;0,02000;0;0;1315;0;4609;12.07.2021
7;1,3200;0,27000;0;0;840;0;4610;12.07.2021
7;1,2800;0,55000;0;0;423;0;4611;12.07.2021
7;1,3100;0,55000;0;0;463;0;4612;12.07.2021
7;1,4500;1,10000;0;0;702;4,3;4613;12.07.2021
7;2,1700;1,64000;0;0;845;47,9;4614;12.07.2021
7;2,6100;2,81000;0;0;1045;121,1;4615;12.07.2021
7;2,7800;3,12000;0;1,84;1120;177,5;4616;12.07.2021
7;5,6600;2,22000;0;10,03;1188;265,2;4617;12.07.2021
7;6,5800;2,36000;0;14,3;1407;342,4;4618;12.07.2021
7;6,6200;1,77000;0;16,08;1981;403,1;4619;12.07.2021
7;6,8400;2,37000;0;17,63;2589;436,8;4620;12.07.2021
7;6,7700;2,91000;0;18,63;2317;442,2;4621;12.07.2021
7;6,4700;2,05000;0;19,16;1966;428,4;4622;12.07.2021
7;6,2900;1,49000;0;19,25;1702;387,1;4623;12.07.2021
7;6,2300;1,44000;0;18,93;1554;327,4;4624;12.07.2021
7;6,3400;1,79000;0;18,24;1164;241,1;4625;12.07.2021
7;4,8100;2,32000;0;13,95;963;155,8;4626;12.07.2021
7;3,9700;1,99000;0;10,91;646;76,4;4627;12.07.2021
7;2,9600;1,41000;0;6,5;646;3;4628;12.07.2021
7;2,8300;1,10000;0;5,15;882;0;4629;12.07.2021
7;2,6500;0,55000;0;4,22;1012;0;4630;12.07.2021
7;2,1900;0,55000;0;2,31;1191;0;4631;12.07.2021
7;1,6500;0,27000;0;0,72;1433;0;4632;12.07.2021
7;1,3900;0,27000;0;0;1369;0;4633;13.07.2021
7;1,3200;0,27000;0;0;1416;0;4634;13.07.2021
7;1,2800;0,55000;0;0;1258;0;4635;13.07.2021
7;1,3100;0,55000;0;0;1394;0;4636;13.07.2021
7;1,4500;1,10000;0;0;1406;4,7;4637;13.07.2021
7;2,1700;1,64000;0;0;1189;48,2;4638;13.07.2021
7;2,6100;2,81000;0;0;1017;115,3;4639;13.07.2021
7;2,7800;3,08000;0;2,78;959;166,8;4640;13.07.2021
7;5,6600;2,27000;0;9,66;1032;221,7;4641;13.07.2021
7;6,5800;2,05000;0;13,7;1295;297,3;4642;13.07.2021
7;6,6200;2,08000;0;15,28;1318;342,9;4643;13.07.2021
7;6,8400;2,37000;0;16,63;1183;368,1;4644;13.07.2021
7;6,7700;2,91000;0;17,49;1004;380,8;4645;13.07.2021
7;6,4700;2,05000;0;17,95;883;369,9;4646;13.07.2021
7;6,2900;1,18000;0;17,83;796;306,5;4647;13.07.2021
7;6,2300;1,49000;0;17,37;721;252,8;4648;13.07.2021
7;6,3400;2,05000;0;16,6;594;181,7;4649;13.07.2021
7;4,8100;2,32000;0;12,43;588;121,2;4650;13.07.2021
7;3,9700;1,99000;0;10,07;438;59,5;4651;13.07.2021
7;2,9600;1,41000;0;6,11;434;1,9;4652;13.07.2021
7;2,8300;1,10000;0;4,79;477;0;4653;13.07.2021
7;2,6500;0,55000;0;3,69;353;0;4654;13.07.2021
7;2,1900;0,55000;0;1,61;288;0;4655;13.07.2021
7;1,6500;0,27000;0;0;185;0;4656;13.07.2021
7;1,3900;0,27000;0;0;124;0;4657;14.07.2021
7;1,3200;0,27000;0;0;91;0;4658;14.07.2021
7;1,2800;0,27000;0;0;99;0;4659;14.07.2021
7;1,3100;0,27000;0;0;107;0;4660;14.07.2021
7;1,4500;0,27000;0;0;136;3,5;4661;14.07.2021
7;2,0000;0,55000;0;0;112;47,4;4662;14.07.2021
7;2,4400;1,41000;0;0;51;118,1;4663;14.07.2021
7;2,6100;1,64000;0;0;15;177,2;4664;14.07.2021
7;2,6400;1,64000;0;0;12;264,7;4665;14.07.2021
7;2,5800;1,37000;0;3,55;38;368,9;4666;14.07.2021
7;2,6100;0,83000;0;6,39;49;453,9;4667;14.07.2021
7;2,8400;1,37000;0;5,55;59;231,4;4668;14.07.2021
7;2,7600;1,64000;0;5,19;59;200,8;4669;14.07.2021
7;2,4700;1,64000;0;4,38;81;171;4670;14.07.2021
7;2,2900;1,37000;0;3,81;115;159,9;4671;14.07.2021
7;2,2300;1,37000;0;3,42;129;147,3;4672;14.07.2021
7;2,3400;2,16000;0;2,86;164;106,9;4673;14.07.2021
7;2,6200;1,92000;0;2,68;241;56,2;4674;14.07.2021
7;2,9400;1,10000;0;3,44;292;31,2;4675;14.07.2021
7;2,9600;1,10000;0;2,6;370;1,6;4676;14.07.2021
7;2,8300;0,55000;0;1,54;531;0;4677;14.07.2021
7;2,6500;0,55000;0;0,85;534;0;4678;14.07.2021
7;2,1900;0,55000;0;0;435;0;4679;14.07.2021
7;1,6500;0,27000;0;0;331;0;4680;14.07.2021
7;1,5200;0,27000;0;0;170;0;4681;15.07.2021
7;1,3600;0,27000;0;0;128;0;4682;15.07.2021
7;1,3200;0,27000;0;0;137;0;4683;15.07.2021
7;1,3300;0,27000;0;0;127;0;4684;15.07.2021
7;1,3500;0,27000;0;0;113;2,4;4685;15.07.2021
7;1,5200;0,27000;0;0;130;34,5;4686;15.07.2021
7;1,9300;0,58000;0;0;67;91,5;4687;15.07.2021
7;2,4200;0,55000;0;0;37;147,5;4688;15.07.2021
7;2,8100;0,83000;0;0;50;211,3;4689;15.07.2021
7;2,9400;1,64000;0;0;55;260,6;4690;15.07.2021
7;3,0200;1,64000;0;0;76;298,5;4691;15.07.2021
7;3,1800;2,19000;0;0;94;322,1;4692;15.07.2021
7;3,0900;2,19000;0;2,09;90;300;4693;15.07.2021
7;2,8300;1,92000;0;4,89;85;265;4694;15.07.2021
7;2,7000;1,37000;0;4,6;110;240,1;4695;15.07.2021
7;2,6500;1,10000;0;4,06;107;186,3;4696;15.07.2021
7;2,7100;1,37000;0;3,47;98;134,5;4697;15.07.2021
7;2,9600;1,33000;0;3,14;128;82,8;4698;15.07.2021
7;3,1500;1,64000;0;3,65;197;32;4699;15.07.2021
7;3,0500;1,10000;0;2,54;403;0,6;4700;15.07.2021
7;2,7800;1,10000;0;1,28;705;0;4701;15.07.2021
7;2,7100;0,55000;0;0,74;1019;0;4702;15.07.2021
7;2,3700;0,55000;0;0;1179;0;4703;15.07.2021
7;1,7900;0,27000;0;0;1159;0;4704;15.07.2021
7;1,8800;0,27000;0;0;1035;0;4705;16.07.2021
7;1,5600;0,27000;0;0;879;0;4706;16.07.2021
7;1,3900;0,55000;0;0;713;0;4707;16.07.2021
7;1,3300;0,55000;0;0;650;0;4708;16.07.2021
7;1,3200;1,10000;0;0;693;2;4709;16.07.2021
7;1,4800;1,64000;0;0;600;38,8;4710;16.07.2021
7;1,5100;2,87000;0;0;484;108,3;4711;16.07.2021
7;1,7700;3,06000;0;0;350;165,5;4712;16.07.2021
7;5,2100;2,53000;0;0;522;230,9;4713;16.07.2021
7;6,8700;2,05000;0;0;627;313,3;4714;16.07.2021
7;7,2400;1,77000;0;0;616;373,2;4715;16.07.2021
7;7,5100;2,37000;0;6,65;522;406,6;4716;16.07.2021
7;7,5600;2,91000;0;13,56;367;382,3;4717;16.07.2021
7;7,0900;2,05000;0;13,46;247;348,1;4718;16.07.2021
7;6,6500;1,49000;0;13;177;320,8;4719;16.07.2021
7;6,3700;1,18000;0;12,45;144;286,7;4720;16.07.2021
7;6,1400;2,05000;0;11,35;148;224,8;4721;16.07.2021
7;4,3500;2,32000;0;9,55;256;139,7;4722;16.07.2021
7;3,4300;1,99000;0;6,89;763;55,5;4723;16.07.2021
7;2,7600;1,41000;0;3,44;453;1,3;4724;16.07.2021
7;2,8600;1,10000;0;2,68;258;0;4725;16.07.2021
7;2,7300;0,55000;0;1,95;419;0;4726;16.07.2021
7;2,5900;0,55000;0;0,6;548;0;4727;16.07.2021
7;1,6500;0,27000;0;0;744;0;4728;16.07.2021
7;1,3900;0,27000;0;0;1200;0;4729;17.07.2021
7;1,3200;0,27000;0;0;1193;0;4730;17.07.2021
7;1,2800;0,55000;0;0;1066;0;4731;17.07.2021
7;1,3100;0,55000;0;0;1060;0;4732;17.07.2021
7;1,4500;1,10000;0;0;999;3,1;4733;17.07.2021
7;2,1700;1,64000;0;0;874;45,5;4734;17.07.2021
7;2,6100;2,81000;0;0;739;119,6;4735;17.07.2021
7;2,7800;3,12000;0;0;667;179,2;4736;17.07.2021
7;5,6600;2,53000;0;0;651;271,3;4737;17.07.2021
7;6,5800;2,05000;0;0;348;352,1;4738;17.07.2021
7;6,6200;1,77000;0;12,69;366;413;4739;17.07.2021
7;6,8400;2,37000;0;14,57;617;451,1;4740;17.07.2021
7;6,7700;2,91000;0;15,66;884;464;4741;17.07.2021
7;6,4700;2,05000;0;16,33;895;446;4742;17.07.2021
7;6,2900;1,49000;0;16,56;772;405,3;4743;17.07.2021
7;6,2300;1,49000;0;16,3;1184;342,5;4744;17.07.2021
7;6,3400;1,74000;0;15,54;1077;256,4;4745;17.07.2021
